"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.099865417E0,-1.618419757E-2,-1.360775721E-1,4.643504184E-2,1.446901759E-1
9.109875417E0,-1.839424409E-3,-1.097779655E-1,1.770770788E-2,1.112121761E-1
9.119884417E0,-1.544099819E-2,-1.120589644E-1,-3.266017120E-2,1.177383655E-1
9.129864417E0,-1.349983223E-2,-1.031127244E-1,-2.375957608E-2,1.066723810E-1
9.139873417E0,-3.202061372E-2,-1.053720886E-1,-1.618275404E-2,1.113125252E-1
9.149853417E0,-2.419068033E-2,-8.996935308E-2,-3.250697415E-2,9.867308081E-2
9.159862417E0,-2.722282710E-2,-1.233557850E-1,-3.095044535E-2,1.300602248E-1
9.169842417E0,-3.349383797E-2,-1.273938721E-1,-1.671715301E-2,1.327798895E-1
9.179851417E0,-2.693793979E-2,-1.196123976E-1,-4.333956242E-3,1.226848052E-1
9.189861417E0,-2.128852447E-2,-1.129050565E-1,-1.237501066E-2,1.155590496E-1
9.199840417E0,-1.698725782E-3,-1.051686054E-1,-3.064057946E-2,1.095543990E-1
9.209850417E0,5.035768300E-3,-9.952253401E-2,-2.212582748E-2,1.020766672E-1
9.219829417E0,9.626563489E-3,-9.656618178E-2,-3.362269599E-2,1.027043518E-1
9.229839417E0,-4.239487164E-3,-8.295620263E-2,-1.936714768E-2,8.529238662E-2
9.239849417E0,1.549018789E-2,-1.143873256E-1,1.519910619E-4,1.154314918E-1
9.249828417E0,-1.503717486E-2,-1.131787062E-1,1.465312243E-3,1.141826751E-1
9.259838417E0,-1.710867891E-2,-1.192878771E-1,-1.977491789E-3,1.205247484E-1
9.269817417E0,5.638433509E-3,-1.259882015E-1,7.856355496E-3,1.263587796E-1
9.279827417E0,1.819587730E-2,-9.332799375E-2,4.301211834E-3,9.518248154E-2
9.289806417E0,-5.154357143E-3,-1.049686307E-1,-2.256557465E-2,1.074903995E-1
9.299816417E0,-9.777695742E-3,-1.060041726E-1,2.103009582E-2,1.085115333E-1
9.309826417E0,-4.185272511E-3,-1.175366360E-1,-3.031079650E-2,1.214541959E-1
9.319805417E0,-4.390235692E-3,-1.017959315E-1,-4.026509643E-2,1.095580386E-1
9.329815417E0,-8.765122443E-3,-9.697665632E-2,-1.735804439E-2,9.890703184E-2
9.339794417E0,-1.208853364E-2,-9.158143044E-2,-7.829421759E-3,9.270701641E-2
9.349804417E0,-3.101085439E-2,-1.357372642E-1,-5.444927216E-3,1.393410392E-1
9.359814417E0,-3.165452320E-2,-1.218086118E-1,-1.032654829E-3,1.258587030E-1
9.369793417E0,-1.178791367E-2,-1.125372666E-1,1.712028198E-3,1.131659062E-1
9.379803417E0,-2.208862457E-2,-1.188136679E-1,-1.733933330E-2,1.220870488E-1
9.389782417E0,-1.178268772E-2,-1.082155895E-1,-6.788617373E-3,1.090666350E-1
9.399792417E0,-1.767116278E-2,-1.055416578E-1,-2.867942333E-2,1.107872775E-1
9.409771417E0,-1.480854873E-2,-1.046423560E-1,5.856571198E-3,1.058471314E-1
9.419781417E0,3.541146889E-3,-1.163098902E-1,-7.073961496E-3,1.165786052E-1
9.429790417E0,-1.134063821E-2,-1.101609582E-1,-7.375677824E-3,1.109885012E-1
9.439770417E0,1.832798783E-2,-1.013135362E-1,-2.663753908E-2,1.063480429E-1
9.449779417E0,8.067622706E-3,-7.884034753E-2,-5.472993851E-4,7.925393663E-2
9.459759417E0,-4.945246093E-3,-7.956072450E-2,-1.360307761E-1,1.576665354E-1
9.469768417E0,-4.842755366E-2,-1.052680081E-1,-8.057459515E-2,1.411341449E-1
9.479748417E0,8.816212490E-3,-1.111789584E-1,-6.249467544E-3,1.117029196E-1
9.489757417E0,9.003981203E-3,-1.085681766E-1,2.306141853E-3,1.089653107E-1
9.499767417E0,1.743237711E-2,-1.013790250E-1,5.925571997E-2,1.187132462E-1
9.509746417E0,2.469352260E-2,-9.547743022E-2,-8.973100595E-3,9.902639181E-2
9.519756417E0,6.868797317E-3,-9.710763395E-2,1.438469868E-3,9.736088611E-2
9.529735417E0,-2.606432922E-3,-1.031092161E-1,-5.686983671E-3,1.032988176E-1
9.539745417E0,-7.816886790E-3,-1.226441789E-1,1.938954983E-3,1.229083312E-1
9.549755417E0,-2.105849136E-2,-1.221272850E-1,5.794007817E-2,1.368049212E-1
9.559734417E0,-1.823815998E-2,-1.292486089E-1,5.651567817E-2,1.422387263E-1
9.569744417E0,-1.628102381E-2,-1.175196791E-1,5.039366165E-2,1.289010001E-1
9.579723417E0,-8.848997097E-2,-1.403384382E-1,-2.283218941E-2,1.674713739E-1
9.589733417E0,-4.178910010E-2,-1.331709212E-1,5.231854677E-2,1.490572155E-1
9.599712417E0,1.716157794E-4,-1.066941440E-1,-3.648192963E-2,1.127590396E-1
