,t,a,a_kal,v_kal
226,2.411814917,0.1478749327,0.11723904420601643,-0.12985803639909335
227,2.421823917,-0.2362719329,0.12105158572282836,-0.12866551094161444
228,2.431803917,-0.07442100367,0.1265060931472081,-0.12743019812405298
229,2.441812917,0.3882481027,0.1324950871619988,-0.12613402671719554
230,2.451822917,0.2195617966,0.13667025214404868,-0.12478685419396879
231,2.461801917,0.2576704033,0.13845479847296857,-0.12341411775391518
232,2.471811917,0.2856435013,0.13746993032608498,-0.12203311448627588
233,2.481790917,0.05846983591,0.13376998295950354,-0.12067976293893744
234,2.491800917,0.08565237204,0.12817239436505679,-0.11936874134042803
235,2.501779917,0.3742954767,0.1206975485126582,-0.11812700476043968
236,2.511789917,0.2433459492,0.11076292952841986,-0.11696854506784404
237,2.521799917,0.07961219827,0.09928234152213208,-0.11591726848623604
238,2.531778917,-0.06338496884,0.0878341014574802,-0.11498365099398927
239,2.541788917,0.06773533383,0.07779440624466523,-0.11415468031294004
240,2.551767917,0.05791318098,0.06959670628607591,-0.11341927235696792
241,2.561777917,-0.184471486,0.06393006052378172,-0.11275097088908456
242,2.571756917,-0.1941018319,0.061882386135628645,-0.11212322968647744
243,2.581766917,0.08646745563,0.06331438988424445,-0.11149661982249798
244,2.591776917,0.1227552942,0.06672658298146061,-0.11084576475330514
245,2.601755917,0.2187057459,0.07103463293770065,-0.11015840516647646
246,2.611765917,0.07737620473,0.07551428038185033,-0.10942492785531212
247,2.621744917,-0.1952747834,0.08041944924259906,-0.10864689651135093
248,2.631754917,0.2235928671,0.08600619746129046,-0.10781393614959797
249,2.641733917,0.4594660199,0.0904486839508604,-0.10693351451879204
250,2.651743917,0.02308950344,0.09269582969256314,-0.10601687622800668
251,2.661753917,-0.08436245799,0.09408902233315075,-0.105082018043618
252,2.671732917,0.1572386638,0.0952868306061104,-0.10413712722537756
253,2.681742917,0.0753589336,0.09566959731115632,-0.10318139030365166
254,2.691721917,0.1201894995,0.09513079344285527,-0.10222939175398447
255,2.701731917,0.3717975461,0.09331426708816687,-0.10128622422602672
256,2.711731292,0.006041343212,0.08980495176809025,-0.10037068535650133
257,2.721741292,-0.06385744214,0.0860332995033292,-0.09949061490888789
258,2.731750292,0.06940060258,0.08276878678227866,-0.09864584486807156
259,2.741730292,0.09692929387,0.07979783071864907,-0.09783463744674192
260,2.751739292,0.2317485452,0.07690695476755194,-0.09705040834777626
261,2.761719292,0.004184267521,0.07399022166720903,-0.0962974314373668
262,2.771728292,-0.1830108333,0.07210987538289897,-0.09556627350167952
263,2.781708292,-0.01139154553,0.07202879397436382,-0.0948470215415868
264,2.791717292,0.2056278817,0.07297463927876653,-0.0941213518598715
265,2.801727292,0.05884871721,0.07382122775911043,-0.09338663854534694
266,2.811707292,0.04149768949,0.07451574066771602,-0.09264643707289708
267,2.821716292,0.01649850368,0.07491536957968262,-0.09189860908166396
268,2.831696292,0.07123896718,0.07468090939578632,-0.09115212364957637
269,2.841705292,0.2102986193,0.0730268278439707,-0.09041292027856003
270,2.851685292,0.3720138931,0.06890756375307852,-0.08970466766449074
271,2.861694292,0.2085585062,0.06177550725522289,-0.08905066423562968
272,2.871704292,-0.05155371269,0.052706339855123165,-0.0884776825908424
273,2.881683292,-0.05541055441,0.04343487173267488,-0.08799798601562508
274,2.891693292,0.1373592635,0.03482339360740357,-0.08760630339759799
275,2.901672292,-0.2236793693,0.027127879512822813,-0.0872971975203646
276,2.911682292,0.06196762204,0.021612024569532304,-0.08705325430043243
277,2.921692292,-0.007848132849,0.017951902565015374,-0.08685523684512401
278,2.931671292,-0.1170940018,0.016413583600724223,-0.08668377025190006
279,2.941681292,-0.09315197429,0.017359745791067333,-0.08651473473829414
280,2.951660292,0.09807419697,0.020465813689580826,-0.08632600410926546
281,2.961670292,0.04686894178,0.024833387272524685,-0.08609928160845012
282,2.971649292,-0.2717224685,0.030308631003177777,-0.0858241505082635
283,2.981659292,0.2334886765,0.037040739474625155,-0.08548706690902211
284,2.991669292,0.4252270639,0.04294509153851925,-0.0850867378248013
285,3.001648292,-0.2489112926,0.047200614079787595,-0.08463695582661876
286,3.011658292,-0.1129611897,0.05163083083250735,-0.08414230444483273
287,3.021637292,0.133673197,0.055879988578699906,-0.0836058792113805
288,3.031647292,0.3697089207,0.05845367382157394,-0.08303363923106712
289,3.041626292,0.1030689069,0.058248670380682696,-0.08245135288466995
290,3.051636292,-0.05414987644,0.056074914306630946,-0.08187916334330995
291,3.061645292,0.2215147666,0.052711433429074694,-0.08133474206606661
292,3.071625292,0.0498662428,0.047867751850105084,-0.08083285193152352
293,3.081634292,0.07978761474,0.04230858768259178,-0.08038156444033213
294,3.091614292,0.1043693093,0.036647029252095745,-0.07998757591182803
295,3.101623292,-0.2839454516,0.031757034626303526,-0.07964524777414858
296,3.111603292,-0.1071069209,0.029256243469631467,-0.07934079151644988
297,3.121613292,0.09912550807,0.028846113226799888,-0.07904998922118422
298,3.131622292,0.06919479886,0.029610939733273944,-0.07875744089964555
299,3.141602292,-0.06719148796,0.031351724826122786,-0.07845323720349416
300,3.151611292,0.09881094614,0.034230263590744416,-0.07812503214246194
